AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_RATING_CLIENT,DAYS_BIRTH,DAYS_EMPLOYED,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,OCCUPATION_TYPE,TARGET,target
59491.245117958126,75898.35550654719,8695.168986642331,155742.4463175451,2,-14231,-2304,0.35251343570826627,0.8489267088646214,0.4610350158899691,Secondary,Commercial associate,Sales staff,0,0
115511.30307738227,913744.9344350595,16047.80205633767,198928.13788311984,2,-14069,-2095,0.129587445353888,0.7346986925511786,0.4080365462316112,Higher education,Working,Managers,0,0
62691.92699304158,294547.3350914921,10037.437146861294,133925.9539162266,2,-19113,-1952,0.2371474451738684,0.8449037072890743,0.6730714262627243,Incomplete higher,Working,Drivers,0,0
48720.158191591465,340744.55128571263,27386.62239403481,197749.42634817035,3,-22179,-11777,0.25028007384183537,0.6876871511949372,0.36073518382300485,Higher education,Pensioner,Managers,0,0
205422.55579833168,259174.10892743972,24783.57922851911,309295.5265627996,2,-10246,-12,0.2656707628010024,0.8336162255822284,0.1534676767518671,Secondary,Working,Core staff,0,0
88177.91816926996,172634.1543485823,17011.39972802857,234988.44986461077,2,-8975,-11524,0.09672479361681517,0.5118417089433918,0.4828957637657411,Higher education,Working,Drivers,1,1
102105.72778597979,240012.26649904856,23026.538599965512,423259.3579428766,2,-8782,-9903,0.28909314023575305,0.4580368694254548,0.49410510917492817,Incomplete higher,State servant,Core staff,0,0
48417.95073471363,102781.75571705626,13710.490381098736,124155.74988589819,2,-13579,-4270,0.10791294321137919,0.6743777952118154,0.4565315920613114,Incomplete higher,Pensioner,Managers,0,0
75192.64037067817,1052050.7355562956,18145.44778970122,282128.8542006382,3,-23605,-3954,0.33683310776824915,0.8795897332943671,0.6389285110305463,Higher education,Pensioner,Core staff,0,0
104345.34425204432,127936.94456604018,24127.031215421393,117694.62191753226,3,-21039,-1527,0.5461125276451486,0.6737500508530436,0.2857458891922495,Incomplete higher,State servant,Sales staff,0,0
55520.25628691674,144468.99986196132,14738.22109215567,230288.51954974353,2,-22386,-518,0.3808254812616512,0.5380391855850883,0.6323692270403423,Incomplete higher,State servant,Core staff,0,0
119115.51424145966,206043.88877150457,12063.32493128018,318114.51636060746,2,-9947,-5373,0.08420889158727077,0.7464256912182043,0.19455980218559357,Lower secondary,Commercial associate,Sales staff,0,0
73107.09172400537,581197.2243309413,6755.763130695172,197352.8883364489,1,-7072,-6553,0.3983109499969443,0.8436451488813702,0.3951161937814378,Higher education,Pensioner,Sales staff,0,0
85319.05743404871,270683.4672195564,12922.775673996422,289399.48164569377,2,-19775,-9278,0.23751449125742688,0.655119644571564,0.49347271985308766,Higher education,Working,Core staff,0,0
73068.06579693996,127812.35904365526,18571.237164918868,135962.42402165104,2,-12907,-4391,0.04577767393636594,0.9804161131034568,0.5464624495938191,Secondary,Commercial associate,Managers,0,0
249231.90621104545,569550.6618894442,19501.63078445409,95621.69523539745,2,-10298,-5055,0.14327784286735332,0.6252248045202945,0.3040852994236084,Lower secondary,State servant,Core staff,0,0
98051.81943332205,416066.4974346296,16346.123056604916,290254.9086577194,2,-12311,-10254,0.4617335424754145,0.8929662971264576,0.5799062510919497,Incomplete higher,Commercial associate,Managers,0,0
58171.13424562312,370667.5967466043,10758.81139015587,525447.2675326554,3,-17014,-1000,0.2051771356439088,0.6506073202805296,0.21439893820628636,Secondary,Working,Sales staff,0,0
148936.0735148072,412272.7998201599,6058.8262514322,133516.12418152796,2,-10340,-1398,0.21132627792891606,0.7604625898002886,0.21405074239235725,Incomplete higher,Working,Drivers,0,0
53614.67918811421,1128745.2103132035,10958.974195253517,404779.2314988613,2,-12340,-11589,0.42873759454341637,0.8163735426742903,0.5498047481022148,Incomplete higher,State servant,Laborers,0,0
109582.37160094803,995556.2817207867,11828.439662099578,224518.12197710157,1,-17966,-14925,0.5032914111978724,0.5747721379049175,0.19145805226583346,Lower secondary,Commercial associate,Laborers,0,0
37055.235806714576,177721.1084694311,11787.894724982523,112662.76321244416,2,-15363,-96,0.3874434191743126,0.6790077423405623,0.6050087017243021,Lower secondary,Commercial associate,Laborers,0,0
50812.973029006935,710931.2403118681,17110.07144988256,124772.49890845905,3,-11420,-11389,0.13456139774382364,0.6145632910235499,0.3948953202430328,Lower secondary,Working,Sales staff,0,0
108926.71742845017,337695.84884207795,29562.75480535993,221436.77480942875,2,-14840,-6999,0.1611905973779616,0.7645892954653972,0.580877166134875,Lower secondary,Commercial associate,Drivers,0,0
142804.70692409232,362020.9962015288,14036.434337171877,179470.98960293332,2,-7520,-6304,0.26766012187933746,0.7650070320120143,0.653951444622692,Higher education,Commercial associate,Core staff,0,0
107547.09682363366,97210.83943130825,12250.319341627985,113953.24499432006,2,-23796,-11608,0.5721248685590642,0.6242193673740715,0.5929050307317909,Lower secondary,Working,Managers,0,0
93169.515364593,242260.41964223635,12043.872155988034,94181.62326183185,2,-14888,-4816,0.4061408363025121,0.9654800855886027,0.31039993619344036,Incomplete higher,State servant,Core staff,0,0
84918.57644601473,164770.00078209455,14041.238792381308,143866.39509538971,3,-21417,-2051,0.15646133211222005,0.5279158287398181,0.4616585854927966,Lower secondary,Pensioner,Laborers,0,0
47133.487037259256,441015.4945897838,9591.978889501588,242051.1881774043,2,-8744,-9889,0.20713450160291375,0.6401561568226474,0.5630927436544677,Higher education,Commercial associate,Drivers,0,0
68877.02146596849,510246.0300508284,14017.74664709951,218994.0027451729,3,-13669,-3430,0.5504722504979972,0.7275744774650766,0.759023565569742,Incomplete higher,Working,Sales staff,0,0
78407.95080456955,77289.09797603337,15999.694935881122,170993.53388809957,3,-17461,-8881,0.23591645523941773,0.9792776310489304,0.3615670112404504,Higher education,Working,Laborers,0,0
167470.26851842023,264812.96983830765,14528.600376030006,243030.83253789786,3,-13389,-12606,0.28624580477745554,0.8239009549628281,0.6538098708633412,Incomplete higher,State servant,Managers,0,0
117220.15880434921,526031.7772282661,16042.82155872754,369539.66446603637,3,-22962,-13584,0.3075206774989803,0.5576845704762117,0.7895624588358081,Secondary,Working,Laborers,0,0
40883.421694581535,239903.6402184346,15890.854654058718,267550.404396144,1,-16777,-1490,0.6408927298903863,0.805842613847443,0.2585813287520322,Incomplete higher,Commercial associate,Managers,0,0
116080.82383885667,415583.23037721304,6576.3905626406295,206766.55129340297,3,-14840,-7157,0.4035857371678413,0.8417697169203846,0.6338809690798952,Secondary,Commercial associate,Laborers,0,0
81426.72864238932,331273.3951234042,17235.871844308684,349422.1270315071,2,-13478,-4579,0.2754418809298221,0.5609574115904923,0.7580598867053415,Secondary,State servant,Drivers,0,0
70371.1741252529,329389.47334988276,10214.811580784617,135954.4046924596,1,-21432,-6569,0.08570168146557036,0.9405837872042501,0.5110925892405713,Higher education,Pensioner,Core staff,0,0
134032.57473404612,228025.1053728083,8618.482764775157,196327.65079397164,1,-13686,-8947,0.0826261787678214,0.8177249947814103,0.5826679702625884,Higher education,Commercial associate,Sales staff,0,0
165297.1035460202,129320.81286658948,8588.842608805367,198681.04565132575,2,-16702,-13223,0.17860278925763776,0.5218133927390511,0.6584564189294096,Higher education,Working,Laborers,0,0
157257.53009581647,136910.39114109005,15889.545308725186,118364.41068051805,2,-24799,-599,0.05611918005779707,0.6010856011035703,0.8708935032113836,Incomplete higher,Working,Sales staff,0,0
64886.26444041787,410697.2108342827,12221.720652946271,178093.31239577214,2,-17044,-8686,0.2112540417009837,0.8331727417030195,0.5662369040707266,Incomplete higher,Working,Core staff,0,0
84574.98464333669,271488.47098512924,6817.257108296871,77848.51948537043,1,-17615,-9236,0.27668278852659384,0.8843966044133423,0.1841651833334267,Secondary,State servant,Managers,0,0
116498.27158548977,246938.0200711515,16174.886883894396,571539.5843834963,2,-18993,-2548,0.30877067938835817,0.9314770452798312,0.34229479355517595,Incomplete higher,Working,Core staff,0,0
160776.8348645013,208077.51855343845,7511.246785428533,137488.16309232748,2,-23206,-1759,0.1945411200897944,0.8974766541397,0.49233989499552205,Incomplete higher,Pensioner,Core staff,0,0
77684.64370254625,223437.4286879413,14128.206560831763,485559.47690596763,2,-23592,-10842,0.18730589377212326,0.7761706124892774,0.556813250147279,Incomplete higher,State servant,Drivers,0,0
89964.50761223913,502900.2285846108,14697.013226755373,223919.5809722707,2,-24084,-4406,0.14723253783491524,0.9221826670185963,0.27026055853733755,Secondary,State servant,Core staff,0,0
56773.9295755596,219444.2627221459,19038.73434536197,291394.1409766455,2,-17222,-10854,0.40824301373795924,0.7741915290737541,0.7765119840237623,Higher education,Pensioner,Managers,0,0
54279.216962957515,120013.69881243167,27246.32461788177,172060.26990199226,2,-15124,-12369,0.058307758640031834,0.7122064984841474,0.20598969374341852,Secondary,Working,Core staff,1,1
148191.8372729173,419236.7458885148,7739.78717657953,243766.19946146017,2,-10560,-622,0.41305303308721725,0.4890597606413667,0.48970601412330367,Incomplete higher,State servant,Laborers,0,0
194486.8857437459,237298.47161668268,13082.234680804459,304140.43166613794,2,-18654,-2902,0.08137722431867711,0.8913896116772517,0.6128005709818487,Secondary,State servant,Laborers,0,0
95224.72840564417,273440.0057341047,11961.708661595243,306286.49687108706,2,-9131,-3798,0.3611918128596703,0.6781574664160986,0.28141378961298796,Secondary,Working,Sales staff,0,0
163042.54352364177,704009.3975471897,15890.86785372271,323639.8799669316,2,-21834,-9560,0.3424593843156685,0.9354933171966194,0.4561084271598941,Higher education,Commercial associate,Drivers,0,0
118280.95080439124,265047.32278952154,14563.410156518476,182742.55626317536,2,-17656,-11611,0.34408355359577664,0.8690993009762772,0.8070256629399556,Higher education,Commercial associate,Sales staff,0,0
71499.09867777783,319179.90996509825,11602.565343027709,172787.909330912,2,-8552,-2732,0.2747698547905734,0.38413851675938493,0.6163473601624733,Higher education,State servant,Laborers,0,0
118266.73313311434,132275.99701978054,11199.664758469062,99003.63418339955,3,-21350,-5594,0.2744372918569892,0.7661564242873419,0.7401879313243059,Lower secondary,Working,Core staff,0,0
212993.7886998887,235201.60726416972,8547.718275276451,285389.30385468906,2,-10285,-14331,0.2135862852592142,0.6956292847273908,0.6278179912802736,Incomplete higher,Commercial associate,Managers,0,0
96963.21710296697,386820.34024409717,19833.835719953066,377448.4777826814,3,-18602,-11439,0.019928181511888833,0.7442199017854173,0.451249826758974,Secondary,State servant,Managers,0,0
215846.29322323992,105532.6602369479,16053.491962324586,492865.1272108503,2,-22985,-8767,0.43331176608243965,0.3868190060248224,0.31211587305654914,Incomplete higher,State servant,Drivers,0,0
26638.889755869186,302702.8940860408,19285.4707231992,255911.33537798288,1,-9060,-9459,0.2550376278404897,0.709775928981894,0.42020091781359525,Higher education,State servant,Core staff,0,0
148888.24235469574,285065.610086705,11799.843473519426,149755.63034165406,3,-20976,-7342,0.3700336459661494,0.7881202857554549,0.2615236199902108,Incomplete higher,State servant,Sales staff,0,0
103107.10013462635,275067.6849217091,10272.912056366602,94037.78309907814,2,-16196,-6193,0.18122070859208472,0.6351292510937822,0.5650128952216016,Secondary,Pensioner,Sales staff,0,0
85007.63243269233,499965.9820525815,8679.107444116635,369842.8137088828,2,-16157,-10342,0.14984028159605195,0.5172869131571284,0.25915436421767657,Incomplete higher,State servant,Core staff,1,1
103350.39512411771,327965.30650099384,15422.257443188751,89488.16998707964,2,-11995,-7579,0.21272300048706352,0.6167457572014066,0.3552633930439755,Secondary,Commercial associate,Laborers,0,0
36541.92617529307,651376.5286501746,8813.87717588642,185293.80160644196,2,-23613,-5678,0.13690809592211697,0.4315440009812264,0.20232996528391511,Lower secondary,Commercial associate,Sales staff,1,1
88447.46651811751,147834.14620896586,27986.15569973146,196387.8061236385,2,-20237,-7539,0.49744291472183955,0.49783197695456033,0.544176530536976,Incomplete higher,Pensioner,Core staff,0,0
118013.73391152902,291138.60550456546,7918.38830742206,212197.437894094,1,-19465,-9370,0.25782696489824375,0.6582078536903969,0.5233336882642785,Incomplete higher,Pensioner,Managers,0,0
206684.1419024261,282287.1436710872,14905.179480723617,223664.24498088146,3,-12980,-9645,0.41808910027403623,0.761858965726201,0.7313820148730742,Higher education,Working,Drivers,0,0
76180.81138459456,141272.694304705,25002.769629285027,235407.60457281652,3,-21872,-5287,0.18666866186924597,0.8364415510864815,0.43965973231963074,Incomplete higher,State servant,Drivers,0,0
65890.74025495295,476287.5279933809,16977.358861834342,65664.80503706145,2,-19915,-6988,0.4430131248989943,0.7568255920763711,0.4731815661454019,Lower secondary,Pensioner,Drivers,0,0
76812.40873907236,1082521.915058605,14332.278137686832,221311.82413053993,2,-13703,-10549,0.22446577908020987,0.8401888698201291,0.3871387725601221,Secondary,State servant,Laborers,0,0
156014.0051572509,265613.1896849247,9068.90257921829,72056.96119601664,2,-8079,-12336,0.4358967330959174,0.6256303865015825,0.4808045308508089,Incomplete higher,Commercial associate,Drivers,0,0
116352.02289025074,363310.330493351,7687.049621465408,316826.32642081124,2,-8743,-10138,0.05897848749619191,0.6688187056468458,0.20861462467836397,Secondary,Commercial associate,Managers,1,1
75744.40794334353,282295.89856299624,18178.95787656026,166447.86597404678,2,-19002,-6505,0.2691645542397169,0.4320324310098917,0.47942822025499326,Secondary,Pensioner,Sales staff,0,0
127597.20133699955,174878.93229883455,24402.940011810093,74718.39835553025,2,-10977,-2829,0.1856298774597558,0.45938587971833,0.43883258455157076,Lower secondary,State servant,Drivers,1,1
103625.50592298442,89998.09958063964,11208.862105349817,146224.39331316124,2,-13631,-4914,0.27358916390539595,0.3889560824670217,0.07818156265858417,Incomplete higher,Working,Core staff,1,1
160223.09956556465,175700.4631401163,8470.759024840667,165208.29165202507,3,-14486,-13485,0.4478860059047346,0.653644557667181,0.41211629596549193,Secondary,Commercial associate,Laborers,0,0
69492.45420449953,116404.32517255534,4997.695712957847,398454.9846213972,1,-15846,-14417,0.24790548858654468,0.7243466824656236,0.8638888652544116,Incomplete higher,Commercial associate,Laborers,0,0
83798.377667057,745985.3544103457,9024.461037082256,242393.77953776915,2,-23757,-6442,0.3386847417825678,0.7364953059644648,0.4714886252629526,Incomplete higher,State servant,Drivers,0,0
81141.18357131863,250429.8658466156,12765.956559729726,260986.11148172626,2,-14939,-1047,0.17960432662583076,0.27877942956638985,0.5521167982013794,Secondary,Working,Managers,1,1
47488.484351904364,218043.1815306458,25327.582451451493,396571.17696945544,2,-23347,-4762,0.3023841452962671,0.6396822588904072,0.25285976097959706,Incomplete higher,Working,Laborers,0,0
114469.09335766519,457481.7603761476,17487.707366595856,209384.56331187088,2,-17026,-6350,0.2933037946408315,0.6280003950315718,0.6708492508501136,Lower secondary,Working,Laborers,0,0
112479.65457956286,136892.24168750457,15093.721805621564,320325.8316091207,2,-15509,-14881,0.21982974311312137,0.739193144737339,0.18344745842886945,Lower secondary,State servant,Managers,0,0
98968.48333897714,169376.88118763184,11383.863343981271,309257.8138291725,3,-22696,-11716,0.4584469227879561,0.5942543481284794,0.4085608910716972,Higher education,Working,Laborers,0,0
87790.31212843367,279523.9793257193,10580.137622205826,115469.90973360205,2,-13502,-7092,0.10910884055151922,0.633432212705515,0.3410105061434868,Higher education,Pensioner,Managers,0,0
48645.50209513353,497455.5052283206,23441.40164402428,458856.03417769127,2,-12662,-11746,0.27809888578010494,0.8451120751644666,0.32702561192525637,Lower secondary,Pensioner,Laborers,0,0
79991.63443432642,362583.84645671904,14476.695322425703,107995.96129221255,3,-21186,-1043,0.4696016850236499,0.6694626528942311,0.7003805650649758,Secondary,Pensioner,Laborers,0,0
83170.06294922462,311450.3098390974,5761.537949843678,347556.7794495078,1,-12491,-1211,0.4283154287897301,0.7701473439586491,0.961153516418274,Higher education,Working,Sales staff,0,0
66095.85827397874,281213.8360054754,10204.500636637116,102894.91272146624,3,-19962,-3243,0.17041035359356588,0.2591087323296347,0.4412019416776541,Lower secondary,Pensioner,Core staff,1,1
91067.57971988052,341171.8244294403,9477.857686659885,296742.01207347575,2,-8975,-3506,0.08279306998411597,0.6998784949171364,0.6922124597730428,Secondary,Working,Laborers,0,0
120816.17184445882,302849.64586815017,10737.465962570906,557354.8775346084,1,-11635,-10541,0.7312022948901854,0.6268145088742415,0.4609692887456472,Higher education,State servant,Drivers,0,0
253493.3707047274,144641.94679631476,16733.43786850538,197503.31968721142,2,-21219,-9435,0.5352422947815982,0.8801043788621519,0.6615416767038204,Lower secondary,Commercial associate,Sales staff,0,0
107719.82328444911,275859.65885804687,12797.71665007865,193265.88814600647,1,-23042,-13032,0.28814732633445017,0.6927540816336195,0.5946197148520044,Secondary,State servant,Laborers,0,0
112282.71326613372,140897.33796799433,12955.216922957206,298110.6483198713,1,-7320,-12469,0.5149665981367635,0.7763468698484074,0.7652567974847204,Incomplete higher,State servant,Managers,0,0
95108.82507923373,281714.528172097,22592.86131918361,186335.06783448227,2,-18659,-5957,0.20661313180719454,0.5808641408995491,0.22894128443003628,Higher education,Working,Drivers,0,0
37820.79612459955,201110.79118406464,10111.367490911767,545326.1591904283,2,-15776,-1763,0.2960313471715101,0.6437014329351007,0.08711590148606983,Incomplete higher,Working,Core staff,0,0
97415.73844701707,1231358.9731574373,28160.619529151,241855.59804054457,3,-19918,-8611,0.42233872476758816,0.3294182872851647,0.526625523631314,Secondary,State servant,Laborers,0,0
101733.82320555781,261990.45996919516,10213.615513912779,187196.70584512642,2,-17699,-13071,0.35028780147790195,0.22984067745331677,0.6518405033218633,Higher education,State servant,Laborers,0,0
338277.2336746798,115549.7278269776,13844.997826888508,167687.4713060182,2,-10725,-13057,0.18673880277667518,0.9205174934027512,0.5115857070228287,Incomplete higher,State servant,Core staff,0,0
89663.54163098129,247580.70127333468,11938.438050387409,137795.4702235307,2,-9625,-6045,0.7081810022964494,0.6761075295069526,0.36954670678936336,Secondary,Pensioner,Laborers,0,0
114780.13079239565,366449.2238702524,14035.816363964292,160511.76268459143,2,-7141,-11704,0.1826723612232132,0.9431720930956229,0.2714445702007908,Higher education,Commercial associate,Managers,0,0
97017.2537275086,732353.3299627865,15959.93499545858,184363.25515088948,2,-22593,-9724,0.6191178566684039,0.7945291180042634,0.1879370292131198,Incomplete higher,Commercial associate,Managers,0,0
55031.49744921127,188401.11512639062,15891.411674764302,172160.15620000448,2,-7681,-4130,0.4443926568558369,0.900524958805611,0.5021281170534446,Incomplete higher,State servant,Laborers,0,0
174802.38866774907,103833.4254381386,9884.795700384826,158088.8290066046,3,-11755,-9275,0.34092318962115825,0.7691646947864959,0.42457778423791237,Secondary,Pensioner,Core staff,0,0
143769.4877378714,438056.075254233,8525.646448569169,627450.8468307885,2,-13841,-2997,0.35660892842543584,0.7929562056407987,0.5450473365967795,Secondary,Working,Laborers,0,0
146607.75609089644,117200.42430404888,36361.60598652322,131262.24374185398,1,-19585,-300,0.43009794765675724,0.8081877004688602,0.32328169874984347,Incomplete higher,Working,Laborers,0,0
62649.20511928538,206551.84703425053,11008.315978019984,236408.4465595433,2,-22755,-14099,0.2846279551679007,0.8567767794349131,0.26277272471141644,Incomplete higher,Pensioner,Sales staff,0,0
199067.08460537964,229906.4368170042,17671.085150759085,295451.6569197459,2,-18428,-479,0.23963846254949644,0.8489587689334132,0.7621978199217099,Incomplete higher,Working,Core staff,0,0
48975.451835204236,257357.10886154373,7022.983984991698,301056.7300176502,2,-21050,-5290,0.3386006440463541,0.6576616113129179,0.6113020003432796,Lower secondary,Commercial associate,Drivers,0,0
132379.56225014327,405752.511140866,11946.037495517096,213351.53047013958,3,-14994,-9035,0.5751868532487375,0.8084313096765173,0.8777512312257049,Secondary,Working,Core staff,0,0
295146.70385290607,178049.95404926152,12696.990126019675,194784.42517160863,2,-17515,-11744,0.16903638866962703,0.8366440992424856,0.5035633909252818,Lower secondary,Commercial associate,Managers,0,0
60158.12777839888,227695.0354308976,16141.131230057012,275343.24049630493,2,-7320,-9494,0.37615872909876485,0.8634574755969799,0.6924239176015329,Incomplete higher,State servant,Managers,0,0
74373.21445251549,266049.5339355752,4496.336996954665,251013.2046729956,2,-23353,-385,0.20084721523505386,0.7122695383578984,0.3739974472049743,Incomplete higher,Commercial associate,Laborers,0,0
103758.9482476412,293536.9411371869,14277.729793818748,193014.497687228,3,-9955,-2822,0.22386653786692165,0.5871440728391909,0.46597227449537926,Secondary,Commercial associate,Laborers,0,0
76746.43178299445,284559.11735384853,8434.649304222357,100615.41083576136,2,-15644,-6067,0.7554887436763499,0.44002983541881946,0.4611684257187414,Incomplete higher,Commercial associate,Managers,0,0
45463.64544992273,348573.17733060446,15210.454774005302,173865.64744706827,2,-16908,-11447,0.5321240995112082,0.7324380872509362,0.41958175516033513,Secondary,Commercial associate,Core staff,0,0
102158.5694325403,445211.0443921453,8826.098246594258,123837.42778603866,2,-21756,-7568,0.08130958452827691,0.49112983511533387,0.3540883946103769,Lower secondary,Pensioner,Managers,1,1
58037.70375892166,339619.2680824284,9488.225820809068,157380.26485154094,2,-20975,-13307,0.39230171693184623,0.3390739491187017,0.7100719028046265,Secondary,Pensioner,Managers,0,0
125090.9329383093,352269.3335409367,11974.671093940793,223375.9754353542,1,-13108,-8505,0.08156215619544134,0.7726496111203436,0.5826949932609005,Secondary,Working,Laborers,0,0
62335.59456054982,103846.1857268281,8769.79063446929,262857.6926151398,1,-16306,-76,0.44508343853526944,0.8522228131825844,0.6631304184890369,Incomplete higher,Commercial associate,Managers,0,0
214264.6479266479,276547.15267703746,11045.586565288138,535109.3382971592,3,-11123,-12871,0.06085322486386511,0.9120467361330142,0.3985295994918773,Incomplete higher,Working,Core staff,0,0
66727.560925228,357791.0832857865,8288.710544811682,167929.04375204523,2,-15998,-10989,0.04809696310116926,0.6631444980235883,0.43158682506749335,Incomplete higher,Commercial associate,Laborers,0,0
84033.36840795154,415552.6984911856,6417.165699153942,323615.9711773619,2,-24215,-11748,0.3657153865527051,0.7921587454744723,0.4712901285864249,Incomplete higher,State servant,Drivers,0,0
148265.31380391758,177121.20220913712,20074.04208715235,256012.1062080898,2,-24773,-13635,0.15034343278903445,0.7935019327038608,0.413517112383836,Higher education,Commercial associate,Sales staff,0,0
53346.72361319471,180696.92062474793,7955.19555299744,419995.3149514753,2,-20053,-6613,0.5624053651555388,0.95444282928127,0.48593120056799616,Higher education,State servant,Laborers,0,0
110606.03883988185,190144.50122168247,12438.199796842684,293054.6413313679,2,-17523,-8797,0.20282580874601472,0.8078556802869287,0.5002073241878678,Higher education,Commercial associate,Laborers,0,0
189770.62350804382,370218.38488957396,18054.6118015593,132688.46436447586,2,-7789,-14850,0.3781531275308861,0.6764766210875813,0.6402044495433749,Lower secondary,Pensioner,Managers,0,0
44190.20259369977,498983.66211968084,10446.500897681122,92825.52968965382,3,-8238,-9820,0.34043323337095394,0.6792777289884045,0.3995716183312441,Incomplete higher,Pensioner,Core staff,0,0
108262.80493549402,210138.88234864298,9603.987349241532,256691.65301526987,2,-11106,-1042,0.12769287287174594,0.7722535289063266,0.4089443591632543,Higher education,Commercial associate,Laborers,0,0
112413.73394770562,462673.72553120996,14625.110614659397,168682.6640162094,2,-14783,-10477,0.4885691399691748,0.6586535119980452,0.49164781315735284,Higher education,Working,Managers,0,0
145934.24694976388,288972.81169778935,20893.085148939186,134570.44923431613,3,-10280,-7906,0.22529374455877504,0.7044701257702566,0.26069782670126246,Lower secondary,Commercial associate,Drivers,0,0
53184.625785018645,249054.87525155302,8368.867870706445,116565.79397611057,2,-18744,-14670,0.33536859094291677,0.6800468595077729,0.2194316418303276,Higher education,Working,Laborers,0,0
51009.730797521166,236373.73685046742,12580.972936308977,238109.9328626443,2,-13444,-3698,0.27054753815378957,0.3957912027580253,0.30259244062355717,Higher education,State servant,Drivers,1,1
128151.80065038064,419981.86836212,6680.861077315575,466892.2815987327,2,-13432,-11676,0.554541525104354,0.5250159108065212,0.5195705245584933,Incomplete higher,State servant,Core staff,0,0
114518.57737320452,326226.332221387,11415.41139902752,179093.59533700248,2,-16518,-5919,0.6112348782322322,0.6410979784512526,0.5344626816522141,Incomplete higher,State servant,Laborers,0,0
111887.19163777486,1051255.0106050922,13543.769076799219,295119.3576032871,3,-17312,-14046,0.10873337884489315,0.5441991764495375,0.5255392919658209,Higher education,Pensioner,Laborers,0,0
117386.13803535228,160920.41648368668,9491.482944429332,208744.61059925036,1,-24941,-3119,0.16586705866025483,0.8896609471847355,0.3085087891295204,Lower secondary,Pensioner,Laborers,0,0
70262.08769386329,366172.94247998163,11127.816755248597,115301.87354696191,2,-19569,-7600,0.1265317455247781,0.7959612062267205,0.49066034041450485,Incomplete higher,Commercial associate,Core staff,0,0
